x,y
1.2000198671993805,2.4694155324612606
3.6757058954890174,8.099192977480122
-4.127724383577897,-13.229530904252373
2.104696759570522,-0.5536079349075118
-3.566304909466975,-30.072953942174358
3.4722399192861855,13.056877971227049
3.909051508710041,6.624853763842994
1.4258844213959523,1.1071606714798232
1.3013967489637515,5.0120283261743825
2.437592611267184,1.9512023197090071
1.6488380694950733,8.750915570685876
2.3068381474139974,4.58621589879227
2.059833061889713,7.546751671661561
2.956805080455098,-7.133516372563866
-1.9614737462401466,-18.156009158718913
1.9919812295192305,-11.545768784920966
-3.5172159103098473,-23.026159124216704
3.9112153659011146,3.678545265409749
-3.55019559620316,-13.405237253219969
-1.6867590152191236,-17.424965437125827
3.178942835381494,8.135021925510106
2.7902016538333996,3.3229572025889276
2.7733607459112664,-2.0352054669210133
2.7794944359683527,0.3592963992031937
-2.415526163138886,-16.63447873162046
3.2891102822981755,1.245506282861795
2.100410979553373,9.421224923770755
1.7014026896958225,-5.085048102441393
-0.6313233609570053,-9.886183021074034
3.710347943239351,11.934001517086223
2.0813937125177815,-8.584223370464475
3.2327779141990978,15.84305245074031
3.4916840439999066,13.955871491130331
-3.077939740830709,-17.87563258464553
-2.7391304061020185,-7.179336958022273
1.0833909824956491,1.7495143844137218
-1.878549069932795,-14.474817847371291
-1.6368933074152898,-15.011577703897217
2.6981746138458926,4.397198942803017
2.113316825349702,-7.164217641251436
1.672592573666686,-10.787532041691232
-2.9771723674979116,-14.124780188080752
3.108715600981977,-4.2407080814131035
-2.4843823515903907,-28.83115926865416
-1.9418360299625699,-14.761822077807357
2.3768931443632204,4.677742771883317
-2.5996477636329987,-8.617053682695982
0.691109409471141,-7.154933298983632
-3.746558534501852,-19.188421172181144
1.368151180799924,-11.755184065613715
-0.8759646277674182,-3.095384814463542
3.421894460583858,4.028847329119394
2.2432030526654625,-6.2610134422205554
-2.923791344875703,-15.330675222481338
0.3408494710095642,-4.315811812500639
-2.2028304970846526,-12.540824574174056
-4.307572317985568,-16.68650465385242
1.838134113670247,7.814983837269961
2.527315181904304,7.9333480586214655
2.2008054656587195,7.352493300833928
-2.2759054563046046,-18.263406610707282
-0.8010155309494542,-7.939702090125531
-2.0539111760631132,-17.35480646799583
-3.985953817903564,-18.00577865500019
-3.658219926756906,-23.667083778793426
0.779142315554614,-3.128009961088905
2.2222216286265333,-7.949252971091678
1.230526148490573,4.243378333914195
3.5476582098679765,18.0097060904875
6.142328082509162,16.174716914252652
1.2630773499601697,-11.053512080457248
2.8346393279297946,-0.4355404939098175
-3.0191965752246066,-19.239656799626662
2.3240113919795182,0.4613852289846152
2.696310709306681,11.1480055576158
-3.7945671910322645,-14.907890847996775
-3.1078848863416635,-15.002938718682906
-2.1491415413107178,-18.195879712166857
2.6628431518411073,3.466138475319825
-3.12411949817394,-27.797238511608967
-3.706395952790465,-20.910517764216305
5.160587165543955,7.573580379879868
3.5481115046704312,7.278497047060118
-1.3355337339071949,-23.93992125123289
-2.695797372072613,-3.6531989864217644
-3.318484619286738,-17.562239106529276
-3.068729350425975,-13.842827885753012
0.9025780321004759,2.869635306322942
4.473864070513043,7.71248427384426
2.351702092362647,-2.0926987506970818
4.1325021771335315,10.593635133760136
1.9863409614578287,5.935868001069928
3.035945548077017,0.13063949846739753
2.7290430465273827,5.7727825541910835
0.7898010009429188,-11.459576412427115
-0.3454178490208788,1.7914306181002835
-2.9789841514199846,-11.29166583246063
1.11619289744564,-3.555427178969277
-1.6958415066386945,-10.48596199339654
2.4935976665999107,-2.237715145793958
-2.078031814001333,-11.06160475137826
