x,y
-4.19209000353,-12.9842306171
2.43868360493,2.76928851838
-2.23815350949,-21.8760144703
-4.24884709359,-17.6873081229
2.43151060401,14.3837854391
-1.41541102248,-4.78487683189
3.7712749463,29.0717176395
-3.06586217387,-11.2256288268
-0.945034657185,-5.80261165881
-0.324320266812,-3.58090922467
3.53062537674,18.6170246805
1.11808860613,5.16243192747
1.42401100321,7.84187243263
-3.86560339143,-20.5908981784
1.80223253285,6.12068096941
-0.151404823484,-4.58434015813
-0.29047207458,4.94891710223
-4.73057780108,-19.1906973844
0.0997282331003,2.88370642988
1.95404497107,6.24060116133
-1.86289379862,-4.86283984651
1.81363128473,13.9114416722
3.94364399989,17.7870295874
1.46355028109,5.89703693539
4.68936583538,29.2591857262
0.521504613308,12.369481994
0.679299193372,5.76508061004
-2.00366112776,-14.7180605782
4.0215812898,18.3188614776
0.628305432462,0.713179979882
-1.46012964767,-3.72334341627
0.819396119458,6.37446765395
-0.290522218203,4.5092646194
2.41815982571,17.7149989969
-4.0591958817,-27.4069179695
2.6103960428,20.6778613307
-2.83405482771,-17.1708808249
1.14357854496,-2.41519707887
-1.14771741237,-10.6364789753
2.23590334555,6.93500515623
-0.26763512818,14.3352713018
-2.81104317661,-16.694529206
1.04453802011,7.61943527847
1.32185106752,9.02754178641
3.74296027075,23.9598012173
0.997491351635,2.25012675051
-2.87924346797,-25.7084270798
3.54571532952,25.1189165396
-3.40664213504,-18.1115566518
-0.767725922917,-15.4725522258
-1.1567305163,2.08318705412
-1.50681513368,-15.3209483425
2.58590186043,18.0586830157
-0.956002821382,-23.341217187
-1.8119484551,-10.5628390371
0.152648353892,-4.73729079499
-1.67720499818,-7.63862224941
4.45123624071,26.6850920825
-1.85123503381,-14.7906479784
0.278581455391,6.14492581683
-1.70255280648,-5.46614935365
-2.90365362521,-12.2058086019
4.96965622691,16.5851161807
-4.93143744683,-17.314406489
4.67756291629,16.1432934116
1.90494579602,13.8278335644
-0.565863702215,-7.99586315849
1.26303985406,2.52755416538
-1.66449428341,-11.2314408495
-4.39348830828,-28.8070172429
-3.92930062352,-9.72739563348
1.34899250212,13.8677319268
-2.3123445135,-6.62549690785
3.60811511089,13.9948383511
-2.85576782334,-2.93602377587
-2.30091008081,-16.6526783475
4.39163747338,22.1483341083
3.5847403193,20.8258138911
2.29904156857,20.9736354205
-2.32170343699,-10.7643923463
2.77669394035,14.2521624525
2.26706528617,4.91373578742
2.27336022449,8.23693478929
-0.498597121536,0.883431512389
4.87735546753,26.1861336846
-3.48104116784,-11.891211012
-1.25845808752,-3.26130855321
-2.8299873529,-5.13956922086
1.31974832439,5.65018303972
-2.72885676824,-15.9830292462
2.84077976785,18.4351307832
2.6935429358,12.8551176344
0.036350073975,7.19134399053
1.01046041861,11.9696025107
0.30140553837,2.31826939546
1.65828769513,8.76921126939
-1.45061324212,-3.97710393434
-2.99879080102,-13.6159292753
-0.659820111057,-9.2130841744
-0.304967980012,8.89536709182
